reassignment_count,made_sla,sys_created_by,contact_type,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,resolved_by,duration_hours,opened_year,opened_month,opened_day,opened_weekday,opened_hour,sys_created_hour,sys_updated_year,sys_updated_month,sys_updated_day,sys_updated_weekday,sys_updated_hour,resolved_year,resolved_day,resolved_weekday,resolved_hour,closed_month,closed_weekday,closed_hour
1,1,154,3,1,1,2,41,30,1,0,0,89,50.38333333333333,0,2,29,0,10,10,0,3,2,2,13,0,2,2,13,3,2,13
0,1,101,3,1,1,2,41,30,1,0,0,114,173.33333333333334,0,2,29,0,10,10,0,3,7,0,16,0,2,2,15,3,0,16
0,1,185,3,1,1,2,59,30,1,0,0,52,121.25,0,2,29,0,10,10,0,3,5,5,12,0,29,0,11,3,5,12
0,1,85,3,1,1,2,17,135,1,0,0,122,167.23333333333332,0,2,29,0,10,10,0,3,7,0,10,0,2,2,9,3,0,10
0,1,185,3,1,1,2,59,30,1,0,0,181,121.03333333333333,0,2,29,0,10,10,0,3,5,5,12,0,29,0,11,3,5,12
1,1,124,3,1,1,2,33,204,1,0,0,190,150.01666666666668,0,2,29,0,10,11,0,3,6,6,17,0,1,1,16,3,6,17
0,1,185,3,1,1,2,59,30,1,0,0,200,121.01666666666667,0,2,29,0,10,10,0,3,5,5,12,0,29,0,11,3,5,12
0,1,85,3,1,1,2,41,30,1,0,0,114,173.0,0,2,29,0,11,11,0,3,7,0,16,0,2,2,15,3,0,16
7,0,154,3,1,1,2,16,69,1,1,0,56,864.95,0,2,29,0,11,11,0,4,5,1,11,0,31,3,11,4,1,11
0,1,185,3,2,2,3,59,47,1,0,0,36,120.9,0,2,29,0,11,11,0,3,5,5,12,0,5,5,12,3,5,12
0,1,101,3,2,2,3,12,30,1,0,0,179,125.78333333333333,0,2,29,0,11,11,0,3,5,5,17,0,29,0,16,3,5,17
0,1,185,3,1,1,2,59,153,1,0,0,140,129.68333333333334,0,2,29,0,11,11,0,3,5,5,21,0,29,0,20,3,5,21
0,1,185,3,1,1,2,59,215,1,0,0,200,187.61666666666667,0,2,29,0,11,11,0,3,8,1,7,0,3,3,6,3,1,7
0,1,185,3,1,1,2,59,30,1,0,0,116,121.58333333333333,0,2,29,0,11,11,0,3,5,5,13,0,29,0,12,3,5,13
2,0,22,3,1,1,2,18,157,1,0,0,145,582.8666666666667,0,2,29,0,11,12,0,3,24,3,18,0,8,1,9,3,3,18
1,1,170,3,1,1,2,12,30,1,0,0,200,122.11666666666666,0,2,29,0,11,11,0,3,5,5,14,0,29,0,13,3,5,14
1,0,85,3,1,1,2,12,192,1,0,0,179,412.51666666666665,0,2,29,0,11,11,0,3,17,3,16,0,9,2,17,3,3,16
1,1,185,3,1,1,2,63,44,1,0,0,33,171.03333333333333,0,2,29,0,11,11,0,3,7,0,15,0,2,2,14,3,0,15
1,1,85,3,1,1,2,37,74,1,0,0,62,188.98333333333332,0,2,29,0,12,12,0,3,8,1,9,0,3,3,8,3,1,9
0,1,22,3,1,1,2,16,69,1,1,0,56,124.81666666666666,0,2,29,0,12,12,0,3,5,5,17,0,29,0,16,3,5,17
1,0,121,3,1,1,2,23,57,1,0,0,46,582.4333333333333,0,2,29,0,12,12,0,3,24,3,18,0,7,0,15,3,3,18
1,0,185,3,2,2,3,59,49,1,0,0,37,582.5,0,2,29,0,12,12,0,3,24,3,18,0,12,5,21,3,3,18
0,1,185,3,1,1,2,59,30,1,0,0,181,121.56666666666666,0,2,29,0,12,12,0,3,5,5,14,0,29,0,13,3,5,14
0,1,185,3,1,1,2,59,159,1,0,0,147,146.55,0,2,29,0,12,12,0,3,6,6,15,0,1,1,14,3,6,15
1,0,23,3,1,1,2,16,160,1,0,0,148,215.31666666666666,0,2,29,0,12,12,0,3,9,2,12,0,4,4,11,3,2,12
4,0,185,3,1,1,2,59,49,1,0,0,37,582.1166666666667,0,2,29,0,12,12,0,3,24,3,18,0,12,5,21,3,3,18
1,1,121,3,1,1,2,17,30,1,0,0,187,165.28333333333333,0,2,29,0,12,13,0,3,7,0,10,0,2,2,9,3,0,10
0,1,101,3,1,1,2,1,30,1,0,0,140,130.2,0,2,29,0,12,13,0,3,5,5,23,0,29,0,22,3,5,23
1,1,124,3,1,1,2,16,69,1,0,0,56,166.16666666666666,0,2,29,0,12,13,0,3,7,0,11,0,2,2,10,3,0,11
0,1,185,3,1,1,2,57,30,1,0,0,172,195.13333333333333,0,2,29,0,12,12,0,3,8,1,16,0,3,3,15,3,1,16
0,1,158,3,0,0,0,19,194,1,1,0,180,4.883333333333334,0,2,29,0,12,12,0,2,29,0,17,0,29,0,17,2,0,17
1,1,85,3,1,1,2,17,200,1,0,0,187,165.01666666666668,0,2,29,0,12,13,0,3,7,0,10,0,2,2,9,3,0,10
4,1,185,3,1,1,2,57,30,1,0,0,198,170.76666666666668,0,2,29,0,13,13,0,3,7,0,16,0,2,2,15,3,0,16
1,0,85,3,1,1,2,17,200,1,0,0,187,219.7,0,2,29,0,13,13,0,3,9,2,17,0,4,4,16,3,2,17
1,0,22,3,1,1,2,16,69,1,0,0,56,581.2666666666667,0,2,29,0,13,13,0,3,24,3,18,0,9,2,8,3,3,18
0,1,185,3,1,1,2,59,30,1,0,0,36,120.5,0,2,29,0,13,13,0,3,5,5,14,0,5,5,14,3,5,14
4,0,183,3,2,1,3,28,30,1,0,0,70,581.0666666666667,0,2,29,0,13,13,0,3,24,3,18,0,8,1,15,3,3,18
1,0,85,3,1,1,2,12,114,1,0,0,101,217.4,0,2,29,0,13,13,0,3,9,2,15,0,4,4,14,3,2,15
0,1,75,3,1,1,2,42,34,1,0,0,22,121.2,0,2,29,0,13,14,0,3,5,5,15,0,29,0,14,3,5,15
0,1,185,3,1,1,2,59,30,1,0,0,78,156.16666666666666,0,2,29,0,13,13,0,3,7,0,2,0,2,2,1,3,0,2
5,0,185,3,1,1,2,59,30,1,0,0,140,580.8333333333334,0,2,29,0,13,13,0,3,24,3,18,0,7,0,19,3,3,18
0,1,185,3,1,1,2,59,30,1,0,0,52,191.13333333333333,0,2,29,0,13,13,0,3,8,1,13,0,3,3,12,3,1,13
1,1,53,3,1,1,2,28,82,1,0,0,70,140.1,0,2,29,0,13,14,0,3,6,6,10,0,1,1,9,3,6,10
0,1,124,3,1,1,2,17,200,1,0,0,187,166.08333333333334,0,2,29,0,13,14,0,3,7,0,12,0,2,2,11,3,0,12
0,1,185,3,1,1,2,59,30,1,0,0,78,155.06666666666666,0,2,29,0,13,13,0,3,7,0,1,0,2,2,0,3,0,1
1,1,85,3,1,1,2,17,30,1,0,0,187,195.06666666666666,0,2,29,0,13,14,0,3,8,1,17,0,3,3,16,3,1,17
0,1,185,3,1,1,2,59,47,1,0,0,36,121.01666666666667,0,2,29,0,13,13,0,3,5,5,15,0,5,5,15,3,5,15
3,1,101,3,2,2,3,17,135,1,0,0,122,163.93333333333334,0,2,29,0,14,14,0,3,7,0,10,0,2,2,9,3,0,10
1,0,7,3,1,1,2,14,182,1,0,0,169,580.7333333333333,0,2,29,0,14,14,0,3,24,3,18,0,14,0,8,3,3,18
0,0,183,3,1,1,2,12,192,1,0,0,179,211.85,0,2,29,0,14,14,0,3,9,2,10,0,4,4,9,3,2,10
0,0,183,3,1,1,2,12,192,1,0,0,179,211.75,0,2,29,0,14,14,0,3,9,2,10,0,4,4,9,3,2,10
0,0,185,3,2,2,3,54,78,0,1,0,63,6593.9,0,2,29,0,14,14,0,11,30,2,8,0,25,4,8,11,2,8
1,1,183,3,1,1,2,42,30,1,0,0,100,141.63333333333333,0,2,29,0,14,14,0,3,6,6,12,0,1,1,11,3,6,12
2,0,121,3,1,1,2,18,157,0,1,0,145,646.6,0,2,29,0,14,14,0,3,27,6,12,0,22,1,12,3,6,12
0,0,34,3,2,2,3,23,57,1,0,0,46,580.45,0,2,29,0,14,14,0,3,24,3,18,0,10,3,17,3,3,18
0,1,183,3,1,1,2,12,192,1,0,0,179,193.58333333333334,0,2,29,0,14,14,0,3,8,1,16,0,3,3,15,3,1,16
1,0,183,3,1,1,2,17,200,1,0,0,187,216.53333333333333,0,2,29,0,14,14,0,3,9,2,15,0,4,4,14,3,2,15
0,1,124,3,1,1,2,41,30,1,0,0,114,170.53333333333333,0,2,29,0,14,14,0,3,7,0,17,0,2,2,16,3,0,17
0,0,185,3,2,2,3,54,78,0,1,0,63,7176.5,0,2,29,0,14,14,0,12,24,5,15,0,19,0,14,12,5,15
0,1,185,3,2,2,3,54,73,1,0,0,89,143.45,0,2,29,0,14,14,0,3,6,6,14,0,1,1,13,3,6,14
1,0,185,3,1,1,2,61,30,1,0,0,215,580.05,0,2,29,0,14,14,0,3,24,3,18,0,7,0,9,3,3,18
0,0,185,3,2,2,3,54,73,1,1,0,61,1466.45,0,2,29,0,14,14,0,4,30,5,17,0,25,0,17,4,5,17
0,0,185,3,2,2,3,54,73,1,1,0,61,791.2666666666667,0,2,29,0,14,14,0,4,2,5,13,0,28,0,12,4,5,13
1,1,124,3,1,1,2,33,204,1,0,0,190,169.26666666666668,0,2,29,0,14,14,0,3,7,0,16,0,2,2,15,3,0,16
0,1,185,3,1,1,2,59,30,1,0,0,142,120.25,0,2,29,0,14,14,0,3,5,5,15,0,5,5,15,3,5,15
0,0,45,3,1,2,3,21,81,0,1,0,69,2707.2166666666667,0,2,29,0,14,15,0,6,21,1,10,0,16,3,9,6,1,10
0,0,185,3,2,2,3,54,101,1,0,0,89,580.1666666666666,0,2,29,0,14,14,0,3,24,3,18,0,16,2,8,3,3,18
4,0,22,3,1,1,2,17,200,1,0,0,187,580.15,0,2,29,0,14,15,0,3,24,3,18,0,16,2,11,3,3,18
0,0,185,3,2,2,3,54,101,1,0,0,89,580.1166666666667,0,2,29,0,14,14,0,3,24,3,18,0,18,4,13,3,3,18
5,0,185,3,1,1,2,59,159,1,0,0,147,579.7833333333333,0,2,29,0,14,14,0,3,24,3,18,0,9,2,10,3,3,18
0,0,185,3,2,2,3,54,73,1,1,0,61,1555.1833333333334,0,2,29,0,14,14,0,5,4,2,10,0,29,4,9,5,2,10
0,0,185,3,2,2,3,54,73,1,0,0,61,579.7833333333333,0,2,29,0,15,15,0,3,24,3,18,0,10,3,17,3,3,18
0,0,185,3,1,1,2,54,73,1,1,0,61,2302.0,0,2,29,0,15,15,0,6,4,5,13,0,30,0,12,6,5,13
0,0,185,3,2,2,3,54,101,1,1,0,61,983.8166666666667,0,2,29,0,15,15,0,4,10,6,14,0,5,1,14,4,6,14
0,1,53,3,1,1,2,12,30,1,0,0,179,121.8,0,2,29,0,15,15,0,3,5,5,17,0,29,0,16,3,5,17
0,0,185,3,0,0,0,54,92,1,1,0,63,3839.7833333333333,0,2,29,0,15,15,0,8,7,6,15,0,2,1,14,8,6,15
0,0,45,3,1,2,3,21,81,0,1,0,69,7242.766666666666,0,2,29,0,15,15,0,12,27,1,10,0,22,3,9,12,1,10
2,1,22,3,1,1,2,12,30,1,0,0,23,145.71666666666667,0,2,29,0,15,15,0,3,6,6,17,0,1,1,16,3,6,17
0,0,185,3,1,1,2,54,73,1,1,0,61,1554.8333333333333,0,2,29,0,15,15,0,5,4,2,10,0,29,4,9,5,2,10
0,1,53,3,1,1,2,20,83,1,0,0,88,186.65,0,2,29,0,15,15,0,3,8,1,10,0,3,3,9,3,1,10
0,0,45,3,1,2,3,21,81,1,1,0,69,1290.75,0,2,29,0,15,15,0,4,23,5,10,0,18,0,9,4,5,10
0,0,185,3,2,2,3,54,101,1,0,0,89,625.5833333333334,0,2,29,0,15,15,0,3,26,5,16,0,21,0,16,3,5,16
0,1,185,3,1,1,2,59,155,1,0,0,142,121.55,0,2,29,0,15,15,0,3,5,5,17,0,5,5,17,3,5,17
0,1,185,3,1,1,2,59,30,1,0,0,73,120.55,0,2,29,0,15,15,0,3,5,5,16,0,5,5,16,3,5,16
0,1,183,3,1,1,2,20,83,1,1,0,71,188.5,0,2,29,0,15,15,0,3,8,1,12,0,3,3,11,3,1,12
3,0,22,3,1,1,2,15,141,1,0,0,128,579.1333333333333,0,2,29,0,15,15,0,3,24,3,18,0,8,1,8,3,3,18
0,1,185,3,1,1,2,59,30,1,0,0,4,169.43333333333334,0,2,29,0,15,15,0,3,7,0,17,0,2,2,16,3,0,17
0,1,171,3,2,1,3,59,30,1,0,0,204,216.85,0,2,29,0,15,15,0,3,9,2,16,0,29,0,15,3,2,16
0,0,45,3,1,2,3,21,81,1,1,0,69,3330.383333333333,0,2,29,0,15,15,0,7,17,6,10,0,12,1,9,7,6,10
1,0,53,3,1,1,2,41,31,1,0,0,19,579.0333333333333,0,2,29,0,15,15,0,3,24,3,18,0,9,2,17,3,3,18
0,0,45,3,1,2,3,21,81,1,1,0,69,791.2333333333333,0,2,29,0,15,15,0,4,2,5,14,0,28,0,14,4,5,14
0,1,121,3,1,1,2,28,30,1,0,0,70,138.2,0,2,29,0,15,16,0,3,6,6,10,0,1,1,9,3,6,10
0,0,53,3,0,0,0,20,100,1,1,0,88,137.11666666666667,0,2,29,0,15,15,0,3,6,6,9,0,1,1,8,3,6,9
0,0,45,3,1,2,3,21,81,1,1,0,69,818.1,0,2,29,0,15,16,0,4,3,6,17,0,29,1,17,4,6,17
0,1,183,3,1,1,2,18,157,1,0,0,145,208.1,0,2,29,0,15,16,0,3,9,2,8,0,4,4,7,3,2,8
0,0,34,3,2,2,3,23,57,1,0,0,46,578.9166666666666,0,2,29,0,15,16,0,3,24,3,18,0,10,3,17,3,3,18
0,1,185,3,1,1,2,59,85,1,0,0,73,121.01666666666667,0,2,29,0,15,15,0,3,5,5,17,0,29,0,16,3,5,17
0,0,45,3,1,2,3,21,81,1,1,0,69,2039.9666666666667,0,2,29,0,16,16,0,5,24,1,16,0,19,3,15,5,1,16
1,0,185,3,1,1,2,62,96,1,0,0,85,578.4166666666666,0,2,29,0,16,16,0,3,24,3,18,0,7,0,15,3,3,18
0,1,183,3,2,1,3,12,30,1,0,0,179,120.7,0,2,29,0,16,16,0,3,5,5,17,0,29,0,16,3,5,17
0,0,45,3,1,1,2,21,81,1,1,0,69,882.6,0,2,29,0,16,16,0,4,6,2,10,0,1,4,10,4,2,10
0,0,176,3,1,1,2,43,64,1,0,0,51,2010.7,0,2,29,0,16,16,0,5,23,0,11,0,29,0,20,5,0,11
0,1,185,3,1,1,2,59,28,1,0,0,52,185.5,0,2,29,0,16,16,0,3,8,1,10,0,3,3,9,3,1,10
0,0,185,3,1,1,2,65,140,0,1,0,127,785.4666666666667,0,2,29,0,16,16,0,4,2,5,9,0,28,0,9,4,5,9
0,0,121,3,1,1,2,12,114,1,0,0,101,578.0333333333333,0,2,29,0,16,16,0,3,24,3,18,0,9,2,10,3,3,18
0,0,183,3,0,0,0,23,115,1,1,0,102,648.2666666666667,0,2,29,0,16,16,0,3,27,6,16,0,22,1,16,3,6,16
0,1,121,3,1,1,2,17,135,1,0,0,122,163.15,0,2,29,0,16,17,0,3,7,0,12,0,2,2,11,3,0,12
1,1,53,3,1,1,2,47,74,1,0,0,62,137.1,0,2,29,0,16,17,0,3,6,6,10,0,1,1,9,3,6,10
2,1,125,3,1,1,2,12,114,1,0,0,101,168.9,0,2,29,0,17,17,0,3,7,0,18,0,2,2,17,3,0,18
5,0,185,3,1,1,2,59,68,1,0,0,52,577.65,0,2,29,0,17,17,0,3,24,3,18,0,12,5,14,3,3,18
0,1,183,3,1,1,2,28,30,1,0,0,70,136.76666666666668,0,2,29,0,17,17,0,3,6,6,10,0,1,1,9,3,6,10
0,1,185,3,1,1,2,59,30,1,0,0,73,120.55,0,2,29,0,17,17,0,3,5,5,18,0,5,5,18,3,5,18
1,0,185,3,1,1,2,59,49,1,0,0,37,577.45,0,2,29,0,17,17,0,3,24,3,18,0,14,0,19,3,3,18
0,1,121,3,1,1,2,12,30,1,0,0,179,143.36666666666667,0,2,29,0,17,17,0,3,6,6,17,0,1,1,16,3,6,17
1,0,53,3,1,1,2,13,147,1,0,0,134,576.8666666666667,0,2,29,0,17,17,0,3,24,3,18,0,7,0,16,3,3,18
0,1,53,3,1,1,2,20,100,1,1,0,88,184.11666666666667,0,2,29,0,17,17,0,3,8,1,10,0,3,3,9,3,1,10
0,0,183,3,1,1,2,14,125,1,0,0,112,576.4,0,2,29,0,18,18,0,3,24,3,18,0,17,3,16,3,3,18
